bgp2000gj,bg2010gj,bg2010ge,wt_pop,wt_fam,wt_hh,wt_hu
G06005909005002000076202U4,G06005900762022,060590762022,0.0,0.0,0.0,0.0
G06005909005002000076204U1,G06005900762041,060590762041,0.0,0.0,0.0,0.0
G06005909005002000086301U1,G06005900863011,060590863011,1.0,1.0,1.0,1.0
G06005909005002000086301U2,G06005900863012,060590863012,1.0,1.0,1.0,1.0
G06005909005002000086301U3,G06005900863013,060590863013,1.0,1.0,1.0,1.0
G06005909005002000086303U1,G06005900863033,060590863033,1.0,1.0,1.0,1.0
G06005909005002000086303U2,G06005900761011,060590761011,0.0,0.0,0.0,0.0
G06005909005002000086303U2,G06005900762041,060590762041,0.0,0.0,0.0,0.0
G06005909005002000086303U2,G06005900863031,060590863031,0.006684492,0.0047393365,0.0031545741,0.0031152648
G06005909005002000086303U2,G06005900863032,060590863032,0.993315508,0.9952606635,0.9968454259,0.9968847352
G06005909005002000086303U3,G06005900863033,060590863033,1.0,1.0,1.0,1.0
G06005909005002000086303U4,G06005900863031,060590863031,0.0,0.0,0.0,0.0
G06005909005002000086303U4,G06005900863032,060590863032,0.6368086148,0.6316872428,0.6472114137,0.6496163683
G06005909005002000086303U4,G06005900863033,060590863033,0.3631913852,0.3683127572,0.3527885863,0.3503836317
G06005909005002000086304U1,G06005900762041,060590762041,0.0,0.0,0.0,0.0
G06005909005002000086304U1,G06005900863041,060590863041,0.9330455147,0.9228271839,0.9158142951,0.916395089
G06005909005002000086304U1,G06005900863052,060590863052,0.0004099187,0.000434207,0.000370676,0.0003871579
G06005909005002000086304U1,G06005900863063,060590863063,0.0665445665,0.0767386091,0.0838150289,0.0832177531
G06005909005002000086304U2,G06005900863042,060590863042,1.0,1.0,1.0,1.0
G06005909005002000086304U3,G06005900863043,060590863043,1.0,1.0,1.0,1.0
G06005909005002000086305U1,G06005900863052,060590863052,1.0,1.0,1.0,1.0
G06005909005002000086305U2,G06005900863051,060590863051,1.0,1.0,1.0,1.0
G06005909005002000086305U3,G06005900863053,060590863053,1.0,1.0,1.0,1.0
G06005909005002000086306U1,G06005900863061,060590863061,0.1203137307,0.1237776811,0.1227469544,0.1232520859
G06005909005002000086306U1,G06005900863062,060590863062,0.8796862693,0.8762223189,0.8772530456,0.8767479141
G06005909005002000086306U2,G06005900863061,060590863061,0.8302083333,0.8196078431,0.8125,0.8096774194
G06005909005002000086306U2,G06005900863063,060590863063,0.1697916667,0.1803921569,0.1875,0.1903225806
G06005909005002000086306U3,G06005900863063,060590863063,1.0,1.0,1.0,1.0
G06005909005002000086402U1,G06005900864021,060590864021,1.0,1.0,1.0,1.0
G06005909005002000086402U2,G06005900864022,060590864022,1.0,1.0,1.0,1.0
G06005909005002000086402U3,G06005900864023,060590864023,1.0,1.0,1.0,1.0
G06005909005002000086404U1,G06005900864041,060590864041,0.9999678238,0.9999584491,0.999968679,0.9999691294
G06005909005002000086404U1,G06005900865021,060590865021,3.21762e-05,4.15509e-05,3.1321e-05,3.08706e-05
G06005909005002000086404U2,G06005900864042,060590864042,1.0,1.0,1.0,1.0
G06005909005002000086404U3,G06005900864043,060590864043,1.0,1.0,1.0,1.0
G06005909005002000086405U1,G06005900864051,060590864051,1.0,1.0,1.0,1.0
G06005909005002000086405U2,G06005900864052,060590864052,1.0,1.0,1.0,1.0
G06005909005002000086405U3,G06005900864053,060590864053,1.0,1.0,1.0,1.0
G06005909005002000086405U4,G06005900864054,060590864054,1.0,1.0,1.0,1.0
G06005909005002000086406U1,G06005900864061,060590864061,1.0,1.0,1.0,1.0
G06005909005002000086406U2,G06005900864062,060590864062,1.0,1.0,1.0,1.0
G06005909005002000086406U3,G06005900864063,060590864063,1.0,1.0,1.0,1.0
G06005909005002000086406U4,G06005900864064,060590864064,1.0,1.0,1.0,1.0
G06005909005002000086407U1,G06005900762015,060590762015,0.0,0.0,0.0,0.0
G06005909005002000086407U1,G06005900864071,060590864071,0.3040228346,0.3128950954,0.2835581752,0.2827040567
G06005909005002000086407U1,G06005900864072,060590864072,0.6955701238,0.6866891924,0.7160293959,0.7168788761
G06005909005002000086407U1,G06005900864073,060590864073,0.0004070416,0.0004157122,0.0004124289,0.0004170672
G06005909005002000086407U2,G06005900864071,060590864071,1.0,1.0,1.0,1.0
G06005909005002000086407U3,G06005900762012,060590762012,0.0,0.0,0.0,0.0
G06005909005002000086407U3,G06005900864072,060590864072,0.0340173011,0.0362772278,0.0310316941,0.0322567684
G06005909005002000086407U3,G06005900864073,060590864073,0.9659826989,0.9637227722,0.9689683059,0.9677432316
G06005909005002000086501U1,G06005900865011,060590865011,1.0,1.0,1.0,1.0
G06005909005002000086501U2,G06005900865012,060590865012,1.0,1.0,1.0,1.0
G06005909005002000086501U3,G06005900865013,060590865013,1.0,1.0,1.0,1.0
G06005909005002000086502U1,G06005900865021,060590865021,0.3540561031,0.3408071749,0.3127272727,0.3109540636
G06005909005002000086502U1,G06005900865023,060590865023,0.6459438969,0.6591928251,0.6872727273,0.6890459364
G06005909005002000086502U2,G06005900865023,060590865023,1.0,1.0,1.0,1.0
G06005909005002000086502U3,G06005900865021,060590865021,1.0,1.0,1.0,1.0
G06005909005002000086502U4,G06005900865022,060590865022,1.0,1.0,1.0,1.0
G06005909005002000086601U1,G06005900866011,060590866011,1.0,1.0,1.0,1.0
G06005909005002000086601U2,G06005900866012,060590866012,1.0,1.0,1.0,1.0
G06005909005002000086601U3,G06005900866013,060590866013,1.0,1.0,1.0,1.0
G06005909005002000086601U4,G06005900866014,060590866014,1.0,1.0,1.0,1.0
G06005909005002000086601U5,G06005900866015,060590866015,1.0,1.0,1.0,1.0
G06005909005002000086602U1,G06005900866021,060590866021,1.0,1.0,1.0,1.0
G06005909005002000086602U2,G06005900866022,060590866022,1.0,1.0,1.0,1.0
G06005909005002000086602U3,G06005900866023,060590866023,1.0,1.0,1.0,1.0
G06005909005002000086701U1,G06005900867013,060590867013,0.2460702301,0.2981325202,0.2634900144,0.2630254427
G06005909005002000086701U1,G06005900867014,060590867014,0.7539297699,0.7018674798,0.7365099856,0.7369745573
G06005909005002000086701U2,G06005900867012,060590867012,0.1435483871,0.1328125,0.1314102564,0.1305732484
G06005909005002000086701U2,G06005900867013,060590867013,0.8564516129,0.8671875,0.8685897436,0.8694267516
G06005909005002000086701U3,G06005900867011,060590867011,1.0,1.0,1.0,1.0
G06005909005002000086701U4,G06005900867012,060590867012,1.0,1.0,1.0,1.0
G06005909005002000086702U1,G06005900867021,060590867021,1.0,1.0,1.0,1.0
G06005909005002000086702U2,G06005900867023,060590867023,1.0,1.0,1.0,1.0
G06005909005002000086702U3,G06005900867011,060590867011,0.0,0.0,0.0,0.0
G06005909005002000086702U3,G06005900867023,060590867023,1.0,1.0,1.0,1.0
G06005909005002000086702U4,G06005900867023,060590867023,1.0,1.0,1.0,1.0
G06005909005002000086702U5,G06005900867022,060590867022,1.0,1.0,1.0,1.0
G06005909005002000086801U1,G06005900868011,060590868011,0.998194783,0.9982552213,0.9982275977,0.9982275977
G06005909005002000086801U1,G06005901104011,060591104011,0.001805217,0.0017447787,0.0017724023,0.0017724023
G06005909005002000086801U3,G06005900868013,060590868013,1.0,1.0,1.0,1.0
G06005909005002000086802U1,G06005900868021,060590868021,0.7483176312,0.7560483871,0.7810107198,0.7776096823
G06005909005002000086802U1,G06005900868022,060590868022,0.2516823688,0.2439516129,0.2189892802,0.2223903177
G06005909005002000086802U2,G06005900868022,060590868022,0.7960224375,0.8094117647,0.816955684,0.8171428571
G06005909005002000086802U2,G06005900868023,060590868023,0.2039775625,0.1905882353,0.183044316,0.1828571429
G06005909005002000086802U3,G06005900868023,060590868023,1.0,1.0,1.0,1.0
G06005909005002000086803U1,G06005900868031,060590868031,1.0,1.0,1.0,1.0
G06005909005002000086803U2,G06005900868032,060590868032,1.0,1.0,1.0,1.0
G06005909005002000086803U3,G06005900868033,060590868033,1.0,1.0,1.0,1.0
G06005909005002000086803U4,G06005900868034,060590868034,1.0,1.0,1.0,1.0
G06005909005002000086901U1,G06005900869012,060590869012,0.7590909091,0.776744186,0.806557377,0.8093699515
G06005909005002000086901U1,G06005900869013,060590869013,0.2409090909,0.223255814,0.193442623,0.1906300485
G06005909005002000086901U2,G06005900869013,060590869013,1.0,1.0,1.0,1.0
G06005909005002000086901U3,G06005900869011,060590869011,0.3982136064,0.4087159072,0.4274769784,0.4273240582
G06005909005002000086901U3,G06005900869015,060590869015,0.6017863936,0.5912840928,0.5725230216,0.5726759418
G06005909005002000086901U4,G06005900869014,060590869014,1.0,1.0,1.0,1.0
G06005909005002000086902U1,G06005900869021,060590869021,1.0,1.0,1.0,1.0
G06005909005002000086902U2,G06005900869022,060590869022,0.9974803631,0.9972991379,0.9968203178,0.9968228605
G06005909005002000086902U2,G06005900869023,060590869023,0.0025196369,0.0027008621,0.0031796822,0.0031771395
G06005909005002000086902U3,G06005900869023,060590869023,1.0,1.0,1.0,1.0
G06005909005002000086903U1,G06005900869023,060590869023,6.6549e-05,6.89486e-05,5.52378e-05,4.62906e-05
G06005909005002000086903U1,G06005900869031,060590869031,0.9034802784,0.9,0.9198855508,0.9328621908
G06005909005002000086903U1,G06005900869033,060590869033,0.0964531726,0.0999310514,0.0800592114,0.0670915186
G06005909005002000086903U2,G06005900869032,060590869032,1.0,1.0,1.0,1.0
G06005909005002000086903U3,G06005900869033,060590869033,1.0,1.0,1.0,1.0
G06005909005002000086903U4,G06005900869034,060590869034,1.0,1.0,1.0,1.0
G06005909005002000087001U1,G06005900870011,060590870011,0.3502403103,0.3556127048,0.3891580695,0.3854928654
G06005909005002000087001U1,G06005900870012,060590870012,0.6497596897,0.6443872952,0.6108419305,0.6145071346
G06005909005002000087001U2,G06005900870012,060590870012,0.4109031733,0.432885906,0.4353932584,0.432132964
G06005909005002000087001U2,G06005900870013,060590870013,0.5890968267,0.567114094,0.5646067416,0.567867036
G06005909005002000087001U3,G06005900870013,060590870013,1.0,1.0,1.0,1.0
G06005909005002000087002U1,G06005900870021,060590870021,0.1350993377,0.1599229287,0.145137881,0.1467236467
G06005909005002000087002U1,G06005900870023,060590870023,0.8649006623,0.8400770713,0.854862119,0.8532763533
G06005909005002000087002U2,G06005900870021,060590870021,0.0977346278,0.0948717949,0.0829015544,0.0809443508
G06005909005002000087002U2,G06005900870022,060590870022,0.9022653722,0.9051282051,0.9170984456,0.9190556492
G06005909005002000087002U3,G06005900870021,060590870021,0.1687327824,0.1676056338,0.1516095535,0.1488933602
G06005909005002000087002U3,G06005900870024,060590870024,0.8312672176,0.8323943662,0.8483904465,0.8511066398
G06005909005002000087101U1,G06005900871011,060590871011,0.2889759646,0.3108806557,0.2905934602,0.291917207
G06005909005002000087101U1,G06005900871012,060590871012,0.2426756299,0.2464315972,0.2535860629,0.2499209274
G06005909005002000087101U1,G06005900871013,060590871013,0.4683484055,0.442687747,0.4558204769,0.4581618656
G06005909005002000087101U2,G06005900871012,060590871012,1.0,1.0,1.0,1.0
G06005909005002000087102U1,G06005900871021,060590871021,1.0,1.0,1.0,1.0
G06005909005002000087102U2,G06005900871022,060590871022,1.0,1.0,1.0,1.0
G06005909005002000087102U3,G06005900871023,060590871023,1.0,1.0,1.0,1.0
G06005909005002000087102U4,G06005900871022,060590871022,1.0,1.0,1.0,1.0
G06005909005002000087103U1,G06005900871031,060590871031,0.4901210962,0.5260273973,0.484,0.4850894632
G06005909005002000087103U1,G06005900871032,060590871032,0.5098789038,0.4739726027,0.516,0.5149105368
G06005909005002000087103U2,G06005900871031,060590871031,0.2535410765,0.2516129032,0.2718446602,0.2740384615
G06005909005002000087103U2,G06005900871033,060590871033,0.7464589235,0.7483870968,0.7281553398,0.7259615385
G06005909005002000087103U3,G06005900871033,060590871033,1.0,1.0,1.0,1.0
G06005909005002000087103U4,G06005900871034,060590871034,1.0,1.0,1.0,1.0
G06005909005002000087103U5,G06005900871031,060590871031,0.5459119497,0.5646437995,0.5941704036,0.5626326964
G06005909005002000087103U5,G06005900871032,060590871032,0.4540880503,0.4353562005,0.4058295964,0.4373673036
G06005909005002000087103U6,G06005900871032,060590871032,1.0,1.0,1.0,1.0
G06005909005002000087105U1,G06005900871051,060590871051,1.0,1.0,1.0,1.0
G06005909005002000087105U2,G06005900871052,060590871052,1.0,1.0,1.0,1.0
G06005909005002000087106U1,G06005900871051,060590871051,0.0,0.0,0.0,0.0
G06005909005002000087106U1,G06005900871062,060590871062,1.0,1.0,1.0,1.0
G06005909005002000087106U2,G06005900871061,060590871061,0.5569395018,0.6464891041,0.5652892562,0.5665024631
G06005909005002000087106U2,G06005900871062,060590871062,0.4430604982,0.3535108959,0.4347107438,0.4334975369
G06005909005002000087106U3,G06005900871061,060590871061,1.0,1.0,1.0,1.0
G06005909005002000087200U1,G06005900872004,060590872004,1.0,1.0,1.0,1.0
G06005909005002000087200U2,G06005900872002,060590872002,0.7377546597,0.7242105263,0.8106904232,0.8141304348
G06005909005002000087200U2,G06005900872003,060590872003,0.2622453403,0.2757894737,0.1893095768,0.1858695652
G06005909005002000087200U3,G06005900872002,060590872002,0.5664780764,0.5836298932,0.5891891892,0.5947368421
G06005909005002000087200U3,G06005900872003,060590872003,0.4335219236,0.4163701068,0.4108108108,0.4052631579
G06005909005002000087200U4,G06005900872001,060590872001,0.5448354143,0.5646551724,0.5201342282,0.5211726384
G06005909005002000087200U4,G06005900872004,060590872004,0.4551645857,0.4353448276,0.4798657718,0.4788273616
G06005909005002000087200U5,G06005900872001,060590872001,1.0,1.0,1.0,1.0
G06005909005002000087300U1,G06005900873001,060590873001,1.0,1.0,1.0,1.0
G06005909005002000087300U2,G06005900873002,060590873002,1.0,1.0,1.0,1.0
G06005909005002000087300U3,G06005900873003,060590873003,1.0,1.0,1.0,1.0
G06005909005002000087300U4,G06005900873004,060590873004,1.0,1.0,1.0,1.0
G06005909005002000087300U5,G06005900873005,060590873005,1.0,1.0,1.0,1.0
G06005909005002000087401U1,G06005900874011,060590874011,1.0,1.0,1.0,1.0
G06005909005002000087401U2,G06005900874011,060590874011,0.6290697674,0.5909090909,0.6008064516,0.6
G06005909005002000087401U2,G06005900874012,060590874012,0.3709302326,0.4090909091,0.3991935484,0.4
G06005909005002000087401U3,G06005900874012,060590874012,1.0,1.0,1.0,1.0
G06005909005002000087401U4,G06005900874012,060590874012,1.0,1.0,1.0,1.0
G06005909005002000087403U1,G06005900874032,060590874032,1.0,1.0,1.0,1.0
G06005909005002000087403U2,G06005900874032,060590874032,1.0,1.0,1.0,1.0
G06005909005002000087403U3,G06005900874031,060590874031,1.0,1.0,1.0,1.0
G06005909005002000087404U1,G06005900874041,060590874041,1.0,1.0,1.0,1.0
G06005909005002000087404U2,G06005900874042,060590874042,1.0,1.0,1.0,1.0
G06005909005002000087405U1,G06005900874051,060590874051,1.0,1.0,1.0,1.0
G06005909005002000087405U2,G06005900874052,060590874052,1.0,1.0,1.0,1.0
G06005909005002000087405U3,G06005900874053,060590874053,1.0,1.0,1.0,1.0
G06005909005002000087501U1,G06005900875051,060590875051,1.0,1.0,1.0,1.0
G06005909005002000087501U2,G06005900875052,060590875052,1.0,1.0,1.0,1.0
G06005909005002000087501U3,G06005900875053,060590875053,1.0,1.0,1.0,1.0
G06005909005002000087501U4,G06005900875053,060590875053,0.9497206704,0.9333333333,0.9470198675,0.9358974359
G06005909005002000087501U4,G06005909800001,060599800001,0.0502793296,0.0666666667,0.0529801325,0.0641025641
G06005909005002000087503U1,G06005900875031,060590875031,1.0,1.0,1.0,1.0
G06005909005002000087503U2,G06005900875032,060590875032,1.0,1.0,1.0,1.0
G06005909005002000087503U3,G06005900875033,060590875033,1.0,1.0,1.0,1.0
G06005909005002000087503U4,G06005900875034,060590875034,1.0,1.0,1.0,1.0
G06005909005002000087503U5,G06005900875031,060590875031,0.1653091322,0.1653091322,0.1653091322,0.1653091322
G06005909005002000087503U5,G06005900875034,060590875034,0.8346908678,0.8346908678,0.8346908678,0.8346908678
G06005909005002000087504U1,G06005900875041,060590875041,1.0,1.0,1.0,1.0
G06005909005002000087504U2,G06005900761011,060590761011,0.0,0.0,0.0,0.0
G06005909005002000087504U2,G06005900875041,060590875041,0.0217111226,0.0245452027,0.0283796357,0.0289483892
G06005909005002000087504U2,G06005900875042,060590875042,0.9782888774,0.9754547973,0.9716203643,0.9710516108
G06005909005002000087504U3,G06005900875043,060590875043,1.0,1.0,1.0,1.0
G06005909005002000087504U4,G06005900875044,060590875044,1.0,1.0,1.0,1.0
G06005909005002000087601U1,G06005900876011,060590876011,1.0,1.0,1.0,1.0
G06005909005002000087601U2,G06005900876012,060590876012,1.0,1.0,1.0,1.0
G06005909005002000087601U3,G06005900876013,060590876013,1.0,1.0,1.0,1.0
G06005909005002000087601U4,G06005900876013,060590876013,1.0,1.0,1.0,1.0
G06005909005002000087602U1,G06005900876021,060590876021,1.0,1.0,1.0,1.0
G06005909005002000087602U2,G06005900876022,060590876022,0.9806408545,0.9795321637,0.9805825243,0.9787234043
G06005909005002000087602U2,G06005900876024,060590876024,0.0193591455,0.0204678363,0.0194174757,0.0212765957
G06005909005002000087602U3,G06005900876023,060590876023,0.7203841913,0.6905931442,0.684724126,0.6832019209
G06005909005002000087602U3,G06005900876024,060590876024,0.0001019198,9.00856e-05,0.0001007767,9.94227e-05
G06005909005002000087602U3,G06005900876025,060590876025,0.2795138889,0.3093167702,0.3151750973,0.3166986564
G06005909005002000087602U4,G06005900876024,060590876024,1.0,1.0,1.0,1.0
G06005909005002000087701U1,G06005900877011,060590877011,1.0,1.0,1.0,1.0
G06005909005002000087701U2,G06005900877012,060590877012,1.0,1.0,1.0,1.0
G06005909005002000087701U3,G06005900877013,060590877013,0.6424129353,0.6771653543,0.5739837398,0.5725677831
G06005909005002000087701U3,G06005900877014,060590877014,0.3575870647,0.3228346457,0.4260162602,0.4274322169
G06005909005002000087703U1,G06005900877031,060590877031,0.0,0.0,0.0,0.0
G06005909005002000087703U4,G06005900877034,060590877034,1.0,1.0,1.0,1.0
G06005909005002000087704U1,G06005900877041,060590877041,1.0,1.0,1.0,1.0
G06005909005002000087704U2,G06005900877042,060590877042,1.0,1.0,1.0,1.0
G06005909005002000087704U3,G06005900877043,060590877043,1.0,1.0,1.0,1.0
G06005909005002000087704U4,G06005900877044,060590877044,1.0,1.0,1.0,1.0
G06005909005002000087801U1,G06005900878011,060590878011,1.0,1.0,1.0,1.0
G06005909005002000087802U1,G06005900878021,060590878021,1.0,1.0,1.0,1.0
G06005909005002000087803U1,G06005900878031,060590878031,1.0,1.0,1.0,1.0
G06005909005002000087805U1,G06005900878051,060590878051,1.0,1.0,1.0,1.0
G06005909005002000087805U2,G06005900878051,060590878051,1.0,1.0,1.0,1.0
G06005909005002000087806U1,G06005900878063,060590878063,1.0,1.0,1.0,1.0
G06005909005002000088302U1,G06005900883021,060590883021,1.0,1.0,1.0,1.0
G06005909005002000088402U1,G06005900884021,060590884021,1.0,1.0,1.0,1.0
G06005909005002000088403U1,G06005900884031,060590884031,1.0,1.0,1.0,1.0
G06005909005002000110201U1,G06005901102011,060591102011,1.0,1.0,1.0,1.0
G06005909005002000110202U1,G06005901102021,060591102021,1.0,1.0,1.0,1.0
G06005909005002000110202U2,G06005901102022,060591102022,1.0,1.0,1.0,1.0
G06005909005002000110202U3,G06005901102023,060591102023,1.0,1.0,1.0,1.0
G06005909005002000110203U1,G06005901102031,060591102031,1.0,1.0,1.0,1.0
G06005909005002000110401U1,G06005901104011,060591104011,0.0,0.0,0.0,0.0
G06005909005002000110402U2,G06005901104022,060591104022,1.0,1.0,1.0,1.0
G06005909005002000110402U3,G06005901104023,060591104023,1.0,1.0,1.0,1.0
G06005909005008100001403U1,G06003704087031,060374087031,7.51352e-05,7.69156e-05,7.54345e-05,7.49864e-05
G06005909005008100001403U1,G06005900014031,060590014031,0.6034913943,0.6065581555,0.5935500635,0.5939844195
G06005909005008100001403U1,G06005900014032,060590014032,0.3964334705,0.3933649289,0.406374502,0.4059405941
G06005909005008100001403U2,G06005900014032,060590014032,1.0,1.0,1.0,1.0
G06005909005008100001404U1,G06005900014041,060590014041,1.0,1.0,1.0,1.0
G06005909005008100001501U1,G06005900015011,060590015011,1.0,1.0,1.0,1.0
G06005909005008100001501U2,G06005900015012,060590015012,1.0,1.0,1.0,1.0
G06005909005008100001501U3,G06003704087031,060374087031,5.24308e-05,3.01265e-05,2.65902e-05,2.61766e-05
G06005909005008100001501U3,G06005900014031,060590014031,2.108e-06,1.2112e-06,1.0691e-06,1.0524e-06
G06005909005008100001501U3,G06005900015012,060590015012,0.2189204373,0.2132745988,0.2293605208,0.2338888427
G06005909005008100001501U3,G06005900015013,060590015013,0.7810250239,0.7866940634,0.77061182,0.7660839283
G06005909005008100001503U1,G06005900015031,060590015031,1.0,1.0,1.0,1.0
G06005909005008100001503U2,G06005900015032,060590015032,0.9838876818,0.98514208,0.986608032,0.9867651226
G06005909005008100001503U2,G06005900015034,060590015034,0.0161123182,0.01485792,0.013391968,0.0132348774
G06005909005008100001503U3,G06005900015031,060590015031,0.1770529994,0.2095959596,0.2402957486,0.2432432432
G06005909005008100001503U3,G06005900015033,060590015033,0.8229470006,0.7904040404,0.7597042514,0.7567567568
G06005909005008100001504U1,G06005900015041,060590015041,1.0,1.0,1.0,1.0
G06005909005008100001504U2,G06005900015042,060590015042,1.0,1.0,1.0,1.0
G06005909005008100001504U3,G06005900015043,060590015043,1.0,1.0,1.0,1.0
G06005909005008100001504U4,G06005900015044,060590015044,1.0,1.0,1.0,1.0
G06005909005008100001505U1,G06005900015042,060590015042,0.0,0.0,0.0,0.0
G06005909005008100001505U1,G06005900015051,060590015051,0.0,0.0,0.0,0.0
G06005909005008100001505U2,G06005900015052,060590015052,1.0,1.0,1.0,1.0
G06005909005008100001506U1,G06005900015061,060590015061,1.0,1.0,1.0,1.0
G06005909005008100001506U2,G06005900015062,060590015062,1.0,1.0,1.0,1.0
G06005909005008100001507U1,G06005900015071,060590015071,1.0,1.0,1.0,1.0
G06005909005008100001507U2,G06005900015072,060590015072,1.0,1.0,1.0,1.0
G06005909005008100001507U3,G06005900015073,060590015073,1.0,1.0,1.0,1.0
G06005909005008100011707U1,G06005900117071,060590117071,0.0,0.0,0.0,0.0
G06005909005008100011709U1,G06005900117091,060590117091,1.0,0.0,1.0,1.0
G06005909005008100011717U1,G06005900117171,060590117171,1.0,1.0,1.0,1.0
G06005909005008100021814U1,G06005900218141,060590218141,1.0,1.0,1.0,1.0
G06005909005008100021814U2,G06005900218142,060590218142,0.9963547788,0.9962998026,0.9960157809,0.9960586796
G06005909005008100021814U2,G06005900218151,060590218151,0.0036452212,0.0037001974,0.0039842191,0.0039413204
G06005909005008100021814U3,G06005900218143,060590218143,1.0,1.0,1.0,1.0
G06005909005008100021814U4,G06005900218141,060590218141,0.0862731164,0.0840818061,0.1095455934,0.1122008436
G06005909005008100021814U4,G06005900218144,060590218144,0.9137268836,0.9159181939,0.8904544066,0.8877991564
G06005909005008100021815R1,G06003704033251,060374033251,0.0,0.0,0.0,0.0
G06005909005008100021815R1,G06005900218151,060590218151,1.0,1.0,1.0,1.0
G06005909005008100021815R1,G06005900218153,060590218153,0.0,0.0,0.0,0.0
G06005909005008100021815R2,G06005900218152,060590218152,1.0,1.0,1.0,1.0
G06005909005008100021815U1,G06005900218151,060590218151,0.5149105368,0.5341614907,0.5841121495,0.5860465116
G06005909005008100021815U1,G06005900218153,060590218153,0.4850894632,0.4658385093,0.4158878505,0.4139534884
G06005909005008786001801U1,G06005900018011,060590018011,1.0,1.0,1.0,1.0
G06005909005008786001801U2,G06005900018014,060590018014,0.0,0.0,0.0,0.0
G06005909005008786001801U3,G06005900018014,060590018014,1.0,1.0,1.0,1.0
G06005909005008786001801U4,G06005900018014,060590018014,1.0,1.0,1.0,1.0
G06005909005008786086801U1,G06005900868011,060590868011,1.0,1.0,1.0,1.0
G06005909005008786086801U2,G06005900868012,060590868012,1.0,1.0,1.0,1.0
G06005909005008786086801U3,G06005900868013,060590868013,1.0,1.0,1.0,1.0
G06005909005008786086803U2,G06005900868032,060590868032,1.0,1.0,1.0,1.0
G06005909005008786110102U1,G06005901101021,060591101021,0.0,0.0,0.0,0.0
G06005909005008786110110U1,G06005901101101,060591101101,1.0,1.0,1.0,1.0
G06005909005008786110110U2,G06005901101102,060591101102,1.0,1.0,1.0,1.0
G06005909005008786110115U1,G06003705545181,060375545181,0.0,0.0,0.0,0.0
G06005909005008786110115U1,G06005901101151,060591101151,0.0,0.0,0.0,0.0
G06005909005008786110201U1,G06005901102011,060591102011,1.0,1.0,1.0,1.0
G06005909005008786110201U2,G06005901102012,060591102012,1.0,1.0,1.0,1.0
G06005909005008786110201U3,G06005901102013,060591102013,1.0,1.0,1.0,1.0
G06005909005008786110202U1,G06005901102021,060591102021,1.0,1.0,1.0,1.0
G06005909005008786110202U2,G06005901102022,060591102022,1.0,1.0,1.0,1.0
G06005909005008786110202U3,G06005901102023,060591102023,1.0,1.0,1.0,1.0
G06005909005008786110203U1,G06005901102031,060591102031,1.0,1.0,1.0,1.0
G06005909005008786110203U2,G06005901102032,060591102032,1.0,1.0,1.0,1.0
G06005909005008786110301U1,G06005901103014,060591103014,1.0,1.0,1.0,1.0
G06005909005008786110301U2,G06005901103013,060591103013,1.0,1.0,1.0,1.0
G06005909005008786110301U3,G06005901103011,060591103011,0.3570460705,0.337628866,0.342920354,0.3436123348
G06005909005008786110301U3,G06005901103012,060591103012,0.6429539295,0.662371134,0.657079646,0.6563876652
G06005909005008786110301U4,G06005901103011,060591103011,1.0,1.0,1.0,1.0
G06005909005008786110302U1,G06005901103022,060591103022,1.0,1.0,1.0,1.0
G06005909005008786110302U2,G06005901103014,060591103014,0.0,0.0,0.0,0.0
G06005909005008786110302U2,G06005901103023,060591103023,1.0,1.0,1.0,1.0
G06005909005008786110302U3,G06005901103022,060591103022,1.0,1.0,1.0,1.0
G06005909005008786110302U4,G06005901103021,060591103021,1.0,1.0,1.0,1.0
G06005909005008786110303U1,G06005901103031,060591103031,1.0,1.0,1.0,1.0
G06005909005008786110303U2,G06005901103032,060591103032,1.0,1.0,1.0,1.0
G06005909005008786110304U1,G06005901103042,060591103042,1.0,1.0,1.0,1.0
G06005909005008786110304U2,G06005901103041,060591103041,0.7316919771,0.7510534531,0.7595143388,0.7580815119
G06005909005008786110304U2,G06005901103042,060591103042,0.2683080229,0.2489465469,0.2404856612,0.2419184881
G06005909005008786110401U1,G06005901104011,060591104011,0.5795620438,0.5579268293,0.5493670886,0.5525
G06005909005008786110401U1,G06005901104013,060591104013,0.4204379562,0.4420731707,0.4506329114,0.4475
G06005909005008786110401U2,G06005901104012,060591104012,1.0,1.0,1.0,1.0
G06005909005008786110401U3,G06005901104013,060591104013,1.0,1.0,1.0,1.0
G06005909005008786110401U4,G06005901104011,060591104011,1.0,1.0,1.0,1.0
G06005909005008786110402U1,G06005901104021,060591104021,1.0,1.0,1.0,1.0
G06005909005008786110402U2,G06005901104022,060591104022,1.0,1.0,1.0,1.0
G06005909005008786110402U2,G06005901104023,060591104023,0.0,0.0,0.0,0.0
G06005909005008786110402U3,G06005901104023,060591104023,1.0,1.0,1.0,1.0
G06005909005008786110500U1,G06005901105001,060591105001,1.0,1.0,1.0,1.0
G06005909005008786110500U2,G06005901105002,060591105002,1.0,1.0,1.0,1.0
G06005909005008786110500U3,G06005901105003,060591105003,1.0,1.0,1.0,1.0
G06005909005008786110500U4,G06005901105004,060591105004,1.0,1.0,1.0,1.0
G06005909005008786110603U1,G06005901106031,060591106031,1.0,1.0,1.0,1.0
G06005909005008786110603U2,G06005901106032,060591106032,1.0,1.0,1.0,1.0
G06005909005008786110603U3,G06005901106033,060591106033,1.0,1.0,1.0,1.0
