bg2010gj,bg2010ge,bg2020gj,bg2020ge,wt_pop,wt_adult,wt_hh,wt_fam,wt_hu,parea
G06003703024012,060373024012,G06003703024012,060373024012,1,1,1,1,1,1
G06003703024013,060373024013,G06003703024013,060373024013,1,1,1,1,1,1
G06003703024014,060373024014,G06003703024014,060373024014,1,1,1,1,1,1
G06003703024015,060373024015,G06003703024015,060373024015,1,1,1,1,1,1
G06003703025031,060373025031,G06003703025031,060373025031,1,1,1,1,1,1
G06003703025032,060373025032,G06003703025032,060373025032,1,1,1,1,1,1
G06003703025033,060373025033,G06003703025033,060373025033,1,1,1,1,1,1
G06003703025041,060373025041,G06003703025041,060373025041,1,1,1,1,1,1
G06003703025042,060373025042,G06003703025042,060373025042,1,1,1,1,1,1
G06003703025043,060373025043,G06003703025043,060373025043,1,1,1,1,1,1
G06003703025051,060373025051,G06003703025051,060373025051,1,1,1,1,1,1
G06003703025052,060373025052,G06003703025052,060373025052,1,1,1,1,1,1
G06003703025053,060373025053,G06003703025053,060373025053,1,1,1,1,1,0.997173148896
G06003703025053,060373025053,G06003703024013,060373024013,0,0,0,0,0,0.002826851104
G06003703025061,060373025061,G06003703025061,060373025061,1,1,1,1,1,1
G06003703025062,060373025062,G06003703025062,060373025062,1,1,1,1,1,1
G06003703025063,060373025063,G06003703025063,060373025063,1,1,1,1,1,1
G06003703101001,060373101001,G06003703007014,060373007014,0,0,0,0,0,0.006052186479
G06003703101001,060373101001,G06003703007022,060373007022,0,0,0,0,0,0.005081326182
G06003703101001,060373101001,G06003703101001,060373101001,1,1,1,1,1,0.988866487339
G06003703101002,060373101002,G06003703101002,060373101002,1,1,1,1,1,1
G06003703101003,060373101003,G06003703101003,060373101003,1,1,1,1,1,1
G06003703101004,060373101004,G06003703014001,060373014001,0.003898921734,0.004142140787,0.004312910212,0.004943972951,0.004248820126,0.002413933945
G06003703101004,060373101004,G06003703101004,060373101004,0.996101078266,0.995857859213,0.995687089788,0.995056027049,0.995751179874,0.997586066055
G06003703102011,060373102011,G06003703102011,060373102011,1,1,1,1,1,1
G06003703102012,060373102012,G06003703102012,060373102012,1,1,1,1,1,1
G06003703102013,060373102013,G06003703102013,060373102013,1,1,1,1,1,1
G06003703102014,060373102014,G06003703102014,060373102014,1,1,1,1,1,1
G06003703102021,060373102021,G06003703102021,060373102021,0.992797783934,0.991422444603,0.991935483871,0.991228070175,0.992223950233,0.992987761958
G06003703102021,060373102021,G06003703014003,060373014003,0.007202216066,0.008577555397,0.008064516129,0.008771929825,0.007776049767,0.007012238042
G06003703102022,060373102022,G06003703102022,060373102022,1,1,1,1,1,1
G06003703102023,060373102023,G06003703102023,060373102023,1,1,1,1,1,1
G06003703103001,060373103001,G06003703103001,060373103001,1,1,1,1,1,1
G06003703103002,060373103002,G06003703103002,060373103002,1,1,1,1,1,1
G06003703103003,060373103003,G06003703103002,060373103002,1,1,1,1,1,1
G06003703103004,060373103004,G06003703103003,060373103003,1,1,1,1,1,1
G06003703104001,060373104001,G06003703104001,060373104001,1,1,1,1,1,1
G06003703104002,060373104002,G06003703104002,060373104002,1,1,1,1,1,1
G06003703104003,060373104003,G06003703104003,060373104003,1,1,1,1,1,1
G06003703105011,060373105011,G06003703105011,060373105011,1,1,1,1,1,1
G06003703105012,060373105012,G06003703105012,060373105012,1,1,1,1,1,1
G06003703105013,060373105013,G06003703105011,060373105011,1,1,1,1,1,1
G06003703106011,060373106011,G06003703106011,060373106011,1,1,1,1,1,1
G06003703106012,060373106012,G06003703106012,060373106012,1,1,1,1,1,1
G06003703106013,060373106013,G06003703106013,060373106013,1,1,1,1,1,1
G06003703106021,060373106021,G06003703106021,060373106021,1,1,1,1,1,1
G06003703106022,060373106022,G06003703106022,060373106022,1,1,1,1,1,1
G06003703107011,060373107011,G06003703107011,060373107011,1,1,1,1,1,1
G06003703107012,060373107012,G06003703107011,060373107011,1,1,1,1,1,1
G06003703107021,060373107021,G06003703107043,060373107043,0.530282637954,0.511410788382,0.450168918919,0.60162601626,0.449648711944,0.600684403163
G06003703107021,060373107021,G06003703107042,060373107042,0.469717362046,0.488589211618,0.549831081081,0.39837398374,0.550351288056,0.399315596837
G06003703107022,060373107022,G06003703107051,060373107051,1,1,1,1,1,1
G06003703107023,060373107023,G06003703107042,060373107042,0.152009097801,0.153953488372,0.165048543689,0.135618479881,0.16610455312,0.170160932297
G06003703107023,060373107023,G06003703107041,060373107041,0.847990902199,0.846046511628,0.834951456311,0.864381520119,0.83389544688,0.829839067703
G06003703107031,060373107031,G06003703107031,060373107031,0.999918320449,0.999898380595,0.999837408952,1,0.999808696064,0.991131619123
G06003703107031,060373107031,G06003703015022,060373015022,8.1679551e-5,1.01619405e-4,1.62591048e-4,0,1.91303936e-4,0.008868380877
G06003703107032,060373107032,G06003703107032,060373107032,1,1,1,1,1,0.992558312205
G06003703107032,060373107032,G06003703015022,060373015022,0,0,0,0,0,0.007441687795
G06003703108001,060373108001,G06003703108001,060373108001,1,1,1,1,1,1
G06003703108002,060373108002,G06003703108002,060373108002,1,1,1,1,1,1
G06003703108003,060373108003,G06003703108003,060373108003,1,1,1,1,1,1
G06003703108004,060373108004,G06003703108004,060373108004,1,1,1,1,1,1
G06003703108005,060373108005,G06003703108005,060373108005,1,1,1,1,1,1
G06003703109001,060373109001,G06003703109001,060373109001,1,1,1,1,1,1
G06003703109002,060373109002,G06003703109002,060373109002,1,1,1,1,1,1
G06003703109003,060373109003,G06003703109003,060373109003,1,1,1,1,1,1
G06003703109004,060373109004,G06003703109004,060373109004,1,1,1,1,1,1
G06003703109005,060373109005,G06003703109005,060373109005,1,1,1,1,1,1
G06003703109006,060373109006,G06003703109006,060373109006,1,1,1,1,1,1
G06003703110001,060373110001,G06003703110003,060373110003,1,1,1,1,1,1
G06003703110002,060373110002,G06003703110001,060373110001,1,1,1,1,1,1
G06003703110003,060373110003,G06003703110002,060373110002,1,1,1,1,1,1
G06003703110004,060373110004,G06003703110003,060373110003,1,1,1,1,1,1
G06003703111001,060373111001,G06003703111001,060373111001,1,1,1,1,1,1
G06003703111002,060373111002,G06003703111002,060373111002,1,1,1,1,1,1
G06003703111003,060373111003,G06003703111003,060373111003,1,1,1,1,1,1
G06003703112001,060373112001,G06003703112001,060373112001,1,1,1,1,1,1
G06003703112002,060373112002,G06003703112002,060373112002,1,1,1,1,1,1
G06003703112003,060373112003,G06003703112003,060373112003,1,1,1,1,1,1
G06003703113001,060373113001,G06003703113001,060373113001,1,1,1,1,1,1
G06003703113002,060373113002,G06003703113002,060373113002,1,1,1,1,1,1
G06003703113003,060373113003,G06003703113003,060373113003,1,1,1,1,1,1
G06003703114001,060373114001,G06003703114001,060373114001,1,1,1,1,1,1
G06003703114002,060373114002,G06003703114002,060373114002,1,1,1,1,1,1
G06003703115001,060373115001,G06003703115001,060373115001,1,1,1,1,1,1
G06003703115002,060373115002,G06003703115002,060373115002,1,1,1,1,1,1
G06003703115003,060373115003,G06003703115003,060373115003,1,1,1,1,1,1
G06003703116001,060373116001,G06003703116021,060373116021,1,1,1,1,1,0.998865947306
G06003703116001,060373116001,G06003703116012,060373116012,0,0,0,0,0,0.001134052694
G06003703116002,060373116002,G06003703116024,060373116024,0.414206642066,0.418291386033,0.42356864925,0.396166134185,0.424050632911,0.363498938137
G06003703116002,060373116002,G06003703116022,060373116022,0.585793357934,0.581708613967,0.57643135075,0.603833865815,0.575949367089,0.636501061863
G06003703116003,060373116003,G06003703116023,060373116023,1,1,1,1,1,1
G06003703116004,060373116004,G06003703116011,060373116011,1,1,1,1,1,1
G06003703116005,060373116005,G06003703116012,060373116012,1,1,1,1,1,1
G06003703117001,060373117001,G06003703117001,060373117001,1,1,1,1,1,1
G06003703117002,060373117002,G06003703117002,060373117002,1,1,1,1,1,1
G06003703117003,060373117003,G06003703117003,060373117003,1,1,1,1,1,1
G06003703117004,060373117004,G06003703117004,060373117004,1,1,1,1,1,1
G06003703117005,060373117005,G06003703117005,060373117005,1,1,1,1,1,1
G06003703117006,060373117006,G06003703117006,060373117006,1,1,1,1,1,1
G06003703118011,060373118011,G06003703118011,060373118011,1,1,1,1,1,1
G06003703118012,060373118012,G06003703118012,060373118012,1,1,1,1,1,1
G06003703118021,060373118021,G06003703118021,060373118021,1,1,1,1,1,1
G06003703118022,060373118022,G06003703118022,060373118022,1,1,1,1,1,1
G06003703200001,060373200001,G06003709800391,060379800391,0.998026827128,0.998026827128,0.998026827128,0.998026827128,0.998026827128,0.998026827128
G06003703200001,060373200001,G06003701437003,060371437003,0.001973172872,0.001973172872,0.001973172872,0.001973172872,0.001973172872,0.001973172872
G06003703201001,060373201001,G06003703201011,060373201011,1,1,1,1,1,1
G06003703201002,060373201002,G06003703201012,060373201012,1,1,1,1,1,1
G06003703201003,060373201003,G06003703201021,060373201021,1,1,1,1,1,1
G06003703201004,060373201004,G06003703201022,060373201022,1,1,1,1,1,1
G06003703202011,060373202011,G06003703202011,060373202011,1,1,1,1,1,1
G06003703202012,060373202012,G06003703202012,060373202012,1,1,1,1,1,1
G06003703202013,060373202013,G06003703202013,060373202013,1,1,1,1,1,1
G06003703202021,060373202021,G06003703202021,060373202021,1,1,1,1,1,1
G06003703202022,060373202022,G06003703202022,060373202022,1,1,1,1,1,1
G06003703202023,060373202023,G06003703202023,060373202023,1,1,1,1,1,1
G06003703202024,060373202024,G06003703202024,060373202024,1,1,1,1,1,1
G06003703203001,060373203001,G06003703203001,060373203001,0.717294451195,0.726082004556,0.697712418301,0.71828358209,0.69387755102,0.803343199895
G06003703203001,060373203001,G06003703203003,060373203003,0.282705548805,0.273917995444,0.302287581699,0.28171641791,0.30612244898,0.196656800105
G06003703203002,060373203002,G06003703203002,060373203002,1,1,1,1,1,0.881548992582
G06003703203002,060373203002,G06003703203004,060373203004,0,0,0,0,0,0.118451007418
G06003703203003,060373203003,G06003703203002,060373203002,1,1,1,1,1,1
G06003703203004,060373203004,G06003703203004,060373203004,1,1,1,1,1,1
G06003703203005,060373203005,G06003703203004,060373203004,1,1,1,1,1,1
G06003703203006,060373203006,G06003703203003,060373203003,1,1,1,1,1,1
G06003704002041,060374002041,G06003704002091,060374002091,0.43321990197,0.43910091248,0.44245453575,0.437597235541,0.440774853137,0.405858551818
G06003704002041,060374002041,G06003704002093,060374002093,0.56678009803,0.56089908752,0.55754546425,0.562402764459,0.559225146863,0.594141448182
G06003704002042,060374002042,G06003704002081,060374002081,1,1,1,1,1,1
G06003704002043,060374002043,G06003704002092,060374002092,1,1,1,1,1,1
G06003704002051,060374002051,G06003704002051,060374002051,0.980337078652,0.978417266187,0.982,0.979238754325,0.981990521327,0.99266477567
G06003704002051,060374002051,G06007100008042,060710008042,0,0,0,0,0,1.639022e-5
G06003704002051,060374002051,G06003709304003,060379304003,0,0,0,0,0,1.76345042e-4
G06003704002051,060374002051,G06003704002092,060374002092,0.001872659176,0.002539145154,0.001,0.001153402537,9.47867299e-4,0.005261089132
G06003704002051,060374002051,G06003704002091,060374002091,0.017790262172,0.019043588658,0.017,0.019607843137,0.017061611374,0.001881399936
G06003704002061,060374002061,G06003704002061,060374002061,1,1,1,1,1,0.831235249171
G06003704002061,060374002061,G06003704002051,060374002051,0,0,0,0,0,0.168764750829
G06003704002062,060374002062,G06003704002062,060374002062,0.999994704019,0.999995414919,0.99999488528,0.999993873277,0.999995007855,0.99702056953
G06003704002062,060374002062,G06003704002051,060374002051,5.295981e-6,4.585081e-6,5.11472e-6,6.126723e-6,4.992145e-6,0.0029794304700000002
G06003704002071,060374002071,G06003704002051,060374002051,0,0,0,0,0,0.031557278671
G06003704002071,060374002071,G06003704002073,060374002073,0.986928104575,0.985408560311,0.986486486486,0.99,0.984478935698,0.885295108647
G06003704002071,060374002071,G06003704004031,060374004031,0.013071895425,0.014591439689,0.013513513514,0.01,0.015521064302,0.083147612682
G06003704002072,060374002072,G06003704002071,060374002071,0.939571692574,0.940337797237,0.939958620714,0.937866809386,0.939663144635,0.930676517002
G06003704002072,060374002072,G06003704002072,060374002072,0.060428307426,0.059662202763,0.060041379286,0.062133190614,0.060336855365,0.069323482998
G06003704002073,060374002073,G06003704002072,060374002072,0.950398385306,0.95492499446,0.959511738069,0.94989577586,0.960116040486,0.682685291529
G06003704002073,060374002073,G06003704004031,060374004031,0.0494641385,0.044967880086,0.040404040404,0.05,0.039800995025,0.288462859891
G06003704002073,060374002073,G06003704004032,060374004032,0,0,0,0,0,0.028089446457
G06003704002073,060374002073,G06003704002071,060374002071,1.37476194e-4,1.07125454e-4,8.4221527e-5,1.0422414e-4,8.2964489e-5,7.62402123e-4
G06003704002074,060374002074,G06003704002051,060374002051,0,0,0,0,0,4.1477093e-5
G06003704002074,060374002074,G06003704002073,060374002073,1,1,1,1,1,0.999958522907
G06003704003021,060374003021,G06003704089003,060374089003,0.920338983051,0.93231441048,0.944976076555,0.935691318328,0.943396226415,0.869063803712
G06003704003021,060374003021,G06003704004032,060374004032,0.079661016949,0.06768558952,0.055023923445,0.064308681672,0.056603773585,0.130936196288
G06003704003022,060374003022,G06003704089003,060374089003,0.895969498911,0.880839539607,0.841677943166,0.902807775378,0.840637450199,0.894317105067
G06003704003022,060374003022,G06003704089002,060374089002,0.104030501089,0.119160460393,0.158322056834,0.097192224622,0.159362549801,0.105682894933
G06003704003041,060374003041,G06003704089003,060374089003,0,0,0,0,0,0.001905830837
G06003704003041,060374003041,G06003704003044,060374003044,0.455084745763,0.45145631068,0.433660933661,0.444444444444,0.435990338164,0.36439183882
G06003704003041,060374003041,G06003704003045,060374003045,0.544915254237,0.54854368932,0.566339066339,0.555555555556,0.564009661836,0.633702330343
G06003704003042,060374003042,G06003704003042,060374003042,1,1,1,1,1,1
G06003704003043,060374003043,G06003704003043,060374003043,1,1,1,1,1,1
G06003704003044,060374003044,G06003704003041,060374003041,1,1,1,1,1,1
G06003704004021,060374004021,G06003704004021,060374004021,1,1,1,1,1,1
G06003704004022,060374004022,G06003704004022,060374004022,1,1,1,1,1,1
G06003704004031,060374004031,G06003704004031,060374004031,1,1,1,1,1,0.981917536864
G06003704004031,060374004031,G06003709304003,060379304003,0,0,0,0,0,0.018082463136
G06003704004032,060374004032,G06003704004032,060374004032,1,1,1,1,1,0.998684119646
G06003704004032,060374004032,G06003704089003,060374089003,0,0,0,0,0,0.001315880354
G06003704004041,060374004041,G06003704004041,060374004041,1,1,1,1,1,1
G06003704004042,060374004042,G06003704004042,060374004042,1,1,1,1,1,1
G06003704004043,060374004043,G06003704004043,060374004043,1,1,1,1,1,1
G06003704005011,060374005011,G06003704005011,060374005011,1,1,1,1,1,0.998975748395
G06003704005011,060374005011,G06003704006052,060374006052,0,0,0,0,0,0.001024251605
G06003704006021,060374006021,G06003704006021,060374006021,1,1,1,1,1,1
G06003704006022,060374006022,G06003704006022,060374006022,1,1,1,1,1,1
G06003704006023,060374006023,G06003704006023,060374006023,1,1,1,1,1,1
G06003704006031,060374006031,G06003704006033,060374006033,0.222309626027,0.217527450455,0.194106609798,0.233995561294,0.190299834153,0.529559979686
G06003704006031,060374006031,G06003704006031,060374006031,0.777690373973,0.782472549545,0.805893390202,0.766004438706,0.809700165847,0.470440020314
G06003704006032,060374006032,G06003704006032,060374006032,1,1,1,1,1,1
G06003704006041,060374006041,G06003704006051,060374006051,1,1,1,1,1,1
G06003704006042,060374006042,G06003704005011,060374005011,0,0,0,0,0,0.194119682819
G06003704006042,060374006042,G06003704006052,060374006052,1,1,1,1,1,0.805493419558
G06003704006042,060374006042,G06003704006053,060374006053,0,0,0,0,0,3.86897623e-4
G06003704008001,060374008001,G06003704008014,060374008014,0.567179228636,0.556743421053,0.460659898477,0.542600896861,0.455205811138,0.61520535133
G06003704008001,060374008001,G06003704005011,060374005011,0.002268716915,0.002467105263,0.005076142132,0.006726457399,0.004842615012,0.001354478501
G06003704008001,060374008001,G06003704006053,060374006053,0.430552054449,0.440789473684,0.534263959391,0.45067264574,0.53995157385,0.383440170169
G06003704009001,060374009001,G06003704008011,060374008011,1,1,1,1,1,1
G06003704009002,060374009002,G06003704008012,060374008012,1,1,1,1,1,1
G06003704009003,060374009003,G06003704008013,060374008013,1,1,1,1,1,1
G06003704010011,060374010011,G06003704010011,060374010011,1,1,1,1,1,1
G06003704010012,060374010012,G06003704010012,060374010012,1,1,1,1,1,1
G06003704010013,060374010013,G06003704010013,060374010013,0.666359447005,0.67619047619,0.673913043478,0.681818181818,0.677419354839,0.667882414966
G06003704010013,060374010013,G06003704010012,060374010012,0.333640552995,0.32380952381,0.326086956522,0.318181818182,0.322580645161,0.332117585034
G06003704010021,060374010021,G06003704010021,060374010021,1,1,1,1,1,1
G06003704010022,060374010022,G06003704010022,060374010022,1,1,1,1,1,1
G06003704010023,060374010023,G06003704010023,060374010023,1,1,1,1,1,1
G06003704011011,060374011011,G06003704011011,060374011011,1,1,1,1,1,1
G06003704011012,060374011012,G06003704011012,060374011012,1,1,1,1,1,1
G06003704011013,060374011013,G06003704011013,060374011013,1,1,1,1,1,1
G06003704011014,060374011014,G06003704011014,060374011014,1,1,1,1,1,1
G06003704011021,060374011021,G06003704011022,060374011022,1,1,1,1,1,1
G06003704011022,060374011022,G06003704011021,060374011021,1,1,1,1,1,1
G06003704011023,060374011023,G06003704011023,060374011023,1,1,1,1,1,1
G06003704012011,060374012011,G06003704012011,060374012011,1,1,1,1,1,1
G06003704012012,060374012012,G06003704012012,060374012012,1,1,1,1,1,1
G06003704012021,060374012021,G06003704012021,060374012021,1,1,1,1,1,1
G06003704012022,060374012022,G06003704012022,060374012022,1,1,1,1,1,1
G06003704012023,060374012023,G06003704012023,060374012023,1,1,1,1,1,1
G06003704012031,060374012031,G06003704012031,060374012031,1,1,1,1,1,1
G06003704012032,060374012032,G06003704012032,060374012032,1,1,1,1,1,1
G06003704013031,060374013031,G06003704013031,060374013031,1,1,1,1,1,0.98081115091
G06003704013031,060374013031,G06003704024052,060374024052,0,0,0,0,0,0.01918884909
G06003704013041,060374013041,G06003704013041,060374013041,1,1,1,1,1,1
G06003704013042,060374013042,G06003704015002,060374015002,0,0,0,0,0,0.178962927054
G06003704013042,060374013042,G06003704013042,060374013042,1,1,1,1,1,0.700201192025
G06003704013042,060374013042,G06003704022003,060374022003,0,0,0,0,0,0.120835880921
G06003704013043,060374013043,G06003704013043,060374013043,1,1,1,1,1,1
G06003704013044,060374013044,G06003704013042,060374013042,1,1,1,1,1,1
G06003704013111,060374013111,G06003704013111,060374013111,1,1,1,1,1,1
G06003704013112,060374013112,G06003704013112,060374013112,1,1,1,1,1,1
G06003704013113,060374013113,G06003704013113,060374013113,1,1,1,1,1,1
G06003704013114,060374013114,G06003704013114,060374013114,1,1,1,1,1,1
G06003704013121,060374013121,G06003704013121,060374013121,1,1,1,1,1,1
G06003704013122,060374013122,G06003704013122,060374013122,1,1,1,1,1,1
G06003704015001,060374015001,G06003704015001,060374015001,0.99356613058,0.994063546405,0.993865010392,0.991623891119,0.994013337994,0.992315926049
G06003704015001,060374015001,G06003704022003,060374022003,0.00643386942,0.005936453595,0.006134989608,0.008376108881,0.005986662006,0.007684073951
G06003704015002,060374015002,G06003704015002,060374015002,0.999955514584,0.999955938569,0.999949441086,0.999948379015,0.999949552478,0.999888781154
G06003704015002,060374015002,G06003704003043,060374003043,4.4485416e-5,4.4061431e-5,5.0558914e-5,5.1620985e-5,5.0447522e-5,1.11218846e-4
G06003704015003,060374015003,G06003704015003,060374015003,1,1,1,1,1,1
G06003704016011,060374016011,G06003704016011,060374016011,1,1,1,1,1,1
G06003704016012,060374016012,G06003704016012,060374016012,1,1,1,1,1,0.999368859284
G06003704016012,060374016012,G06003704017061,060374017061,0,0,0,0,0,6.31140716e-4
G06003704016013,060374016013,G06003704016013,060374016013,1,1,1,1,1,1
G06003704016021,060374016021,G06003704016021,060374016021,1,1,1,1,1,1
G06003704016022,060374016022,G06003704016022,060374016022,1,1,1,1,1,1
G06003704016023,060374016023,G06003704016023,060374016023,1,1,1,1,1,1
G06003704016031,060374016031,G06003704089001,060374089001,1,1,1,1,1,1
G06003704016032,060374016032,G06003704089002,060374089002,0.973399833749,0.984273820537,0.988871224165,0.978193146417,0.989280245023,0.992430072773
G06003704016032,060374016032,G06003704089003,060374089003,0.026600166251,0.015726179463,0.011128775835,0.021806853583,0.010719754977,0.007569927227
G06003704017011,060374017011,G06003704017052,060374017052,0.688314426457,0.703007336476,0.670370855519,0.697627745344,0.663296633145,0.834062412968
G06003704017011,060374017011,G06003704017071,060374017071,0.311685573543,0.296992663524,0.329629144481,0.302372254656,0.336703366855,0.165937587032
G06003704017012,060374017012,G06003704017051,060374017051,0.684591360988,0.662681963248,0.634016634453,0.753313368366,0.624217222236,0.802719235015
G06003704017012,060374017012,G06003704017071,060374017071,0.229824766817,0.258940904433,0.289480633306,0.166261745443,0.302653526064,0.137229045652
G06003704017012,060374017012,G06003704016012,060374016012,0,0,0,0,0,3.07482489e-4
G06003704017012,060374017012,G06003704017061,060374017061,0.085583872195,0.078377132319,0.07650273224,0.080424886191,0.073129251701,0.059744236844
G06003704017031,060374017031,G06003704017061,060374017061,1,1,1,1,1,1
G06003704017032,060374017032,G06003704017062,060374017062,1,1,1,1,1,1
G06003704017041,060374017041,G06003704017072,060374017072,1,1,1,1,1,1
G06003704017042,060374017042,G06003704017073,060374017073,1,1,1,1,1,1
G06003704017043,060374017043,G06003704017074,060374017074,1,1,1,1,1,1
G06003704018001,060374018001,G06003704018011,060374018011,1,1,1,1,1,1
G06003704018002,060374018002,G06003704018022,060374018022,1,1,1,1,1,1
G06003704018003,060374018003,G06003704018012,060374018012,0.623973114264,0.648351648352,0.534722222222,0.54517611026,0.534444444444,0.696225103902
G06003704018003,060374018003,G06003704018021,060374018021,0.376026885736,0.351648351648,0.465277777778,0.45482388974,0.465555555556,0.303774896098
G06003704019011,060374019011,G06003704019011,060374019011,1,1,1,1,1,1
G06003704019012,060374019012,G06003704019012,060374019012,1,1,1,1,1,1
G06003704019021,060374019021,G06003704019021,060374019021,1,1,1,1,1,0.997833898781
G06003704019021,060374019021,G06003704019022,060374019022,0,0,0,0,0,0.002166101219
G06003704019022,060374019022,G06003704019022,060374019022,0.987030411449,0.984800838574,0.993527508091,0.993710691824,0.994074074074,0.827408355854
G06003704019022,060374019022,G06003704019021,060374019021,0.012969588551,0.015199161426,0.006472491909,0.006289308176,0.005925925926,0.172591644146
G06003704019023,060374019023,G06003704019023,060374019023,1,1,1,1,1,1
G06003704019024,060374019024,G06003704019024,060374019024,1,1,1,1,1,1
G06003704020011,060374020011,G06003704020011,060374020011,1,1,1,1,1,1
G06003704020012,060374020012,G06003704020012,060374020012,1,1,1,1,1,1
G06003704020021,060374020021,G06003704020021,060374020021,1,1,1,1,1,0.991327002642
G06003704020021,060374020021,G06007100002011,060710002011,0,0,0,0,0,0.00305827147
G06003704020021,060374020021,G06007100002031,060710002031,0,0,0,0,0,0.005614725888
G06003704020022,060374020022,G06003704020022,060374020022,1,1,1,1,1,1
G06003704020023,060374020023,G06003704020023,060374020023,0.999496387041,0.999411606506,0.999454266685,0.999474030391,0.999395814633,0.983940839087
G06003704020023,060374020023,G06007100002013,060710002013,5.03612959e-4,5.88393494e-4,5.45733315e-4,5.25969609e-4,6.04185367e-4,0.010404669441
G06003704020023,060374020023,G06007100002011,060710002011,0,0,0,0,0,0.005654491472
G06003704021011,060374021011,G06003704021011,060374021011,1,1,1,1,1,1
G06003704021012,060374021012,G06003704021012,060374021012,1,1,1,1,1,1
G06003704021013,060374021013,G06003704021013,060374021013,1,1,1,1,1,1
G06003704021021,060374021021,G06003704021021,060374021021,1,1,1,1,1,1
G06003704021022,060374021022,G06003704021022,060374021022,0.77828513445,0.777217015141,0.769230769231,0.758706467662,0.7738791423,0.778371444625
G06003704021022,060374021022,G06003704021021,060374021021,0.22171486555,0.222782984859,0.230769230769,0.241293532338,0.2261208577,0.221628555375
G06003704021023,060374021023,G06003704021022,060374021022,1,1,1,1,1,1
G06003704022001,060374022001,G06003704022001,060374022001,1,1,1,1,1,1
G06003704022002,060374022002,G06003704022002,060374022002,1,1,1,1,1,1
G06003704022003,060374022003,G06003704022003,060374022003,1,1,1,1,1,0.999874788864
G06003704022003,060374022003,G06003704015001,060374015001,0,0,0,0,0,1.25211136e-4
G06003704023011,060374023011,G06003704023011,060374023011,1,1,1,1,1,1
G06003704023012,060374023012,G06003704023012,060374023012,1,1,1,1,1,1
G06003704023031,060374023031,G06003704023031,060374023031,1,1,1,1,1,1
G06003704023032,060374023032,G06003704023032,060374023032,1,1,1,1,1,1
G06003704023033,060374023033,G06003704023033,060374023033,1,1,1,1,1,1
G06003704023034,060374023034,G06003704023033,060374023033,0.619411123228,0.598694942904,0.623430962343,0.606382978723,0.630769230769,0.670587588633
G06003704023034,060374023034,G06003704023032,060374023032,0.380588876772,0.401305057096,0.376569037657,0.393617021277,0.369230769231,0.329412411367
G06003704023041,060374023041,G06003704023041,060374023041,1,1,1,1,1,1
G06003704023042,060374023042,G06003704023042,060374023042,1,1,1,1,1,1
G06003704024021,060374024021,G06003704090001,060374090001,1,1,1,1,1,1
G06003704024022,060374024022,G06003704090004,060374090004,0,0,0,0,0,0.00324550249
G06003704024022,060374024022,G06003704090002,060374090002,1,1,1,1,1,0.99675449751
G06003704024023,060374024023,G06003704090003,060374090003,1,1,1,1,1,1
G06003704024024,060374024024,G06003704090004,060374090004,1,1,1,1,1,1
G06003704024031,060374024031,G06003704024031,060374024031,1,1,1,1,1,1
G06003704024032,060374024032,G06003704024032,060374024032,1,1,1,1,1,1
G06003704024041,060374024041,G06003704024041,060374024041,0.997429305913,0.99793814433,0.5,0.333333333333,0.666666666667,0.963091388405
G06003704024041,060374024041,G06003704034031,060374034031,0.002570694087,0.00206185567,0.5,0.666666666667,0.333333333333,0.028809443572
G06003704024041,060374024041,G06003704034091,060374034091,0,0,0,0,0,0.008099168023
G06003704024051,060374024051,G06003704024052,060374024052,1,1,1,1,1,1
G06003704024052,060374024052,G06003704024051,060374024051,1,1,1,1,1,1
G06003704024053,060374024053,G06003704024051,060374024051,0.269353037846,0.273006321906,0.274603133448,0.271656711433,0.278848657556,0.32253699761
G06003704024053,060374024053,G06003704024052,060374024052,0.730646962154,0.726993678094,0.725396866552,0.728343288567,0.721151342444,0.67746300239
G06003704024061,060374024061,G06003704024061,060374024061,1,1,1,1,1,1
G06003704024062,060374024062,G06003704024063,060374024063,0.600060006001,0.623637156563,0.669250645995,0.647590361446,0.677222898904,0.565898496644
G06003704024062,060374024062,G06003704024062,060374024062,0.399939993999,0.376362843437,0.330749354005,0.352409638554,0.322777101096,0.434101503356
G06003704025011,060374025011,G06003704025011,060374025011,1,1,1,1,1,1
G06003704025012,060374025012,G06003704025012,060374025012,1,1,1,1,1,1
G06003704025021,060374025021,G06003704025041,060374025041,1,1,1,1,1,1
G06003704025022,060374025022,G06003704025042,060374025042,0.254455620258,0.273130049518,0.318316100443,0.263205013429,0.317449194114,0.271299059913
G06003704025022,060374025022,G06003704025031,060374025031,0.334921475207,0.322387281731,0.290251107829,0.318710832587,0.290119131044,0.271484926858
G06003704025022,060374025022,G06003704025032,060374025032,0.410622904535,0.404482668752,0.391432791728,0.418084153984,0.392431674842,0.457216013229
G06003704026001,060374026001,G06003704026011,060374026011,1,1,1,1,1,1
G06003704026002,060374026002,G06003704026012,060374026012,0.592823712949,0.620449264136,0.607645875252,0.6015625,0.598113207547,0.772276097834
G06003704026002,060374026002,G06003704026013,060374026013,0.407176287051,0.379550735864,0.392354124748,0.3984375,0.401886792453,0.227723902166
G06003704026003,060374026003,G06003704026021,060374026021,0.688388625592,0.683989941324,0.729678638941,0.715976331361,0.715532286213,0.451204653299
