"GEO_ID","NAME","B25063_001E","B25063_001M","B25063_001MA","B25063_001EA","B25063_002E","B25063_002M","B25063_002MA","B25063_002EA","B25063_003E","B25063_003M","B25063_003MA","B25063_003EA","B25063_004E","B25063_004EA","B25063_004M","B25063_004MA","B25063_005E","B25063_005EA","B25063_005M","B25063_005MA","B25063_006E","B25063_006M","B25063_006MA","B25063_006EA","B25063_007E","B25063_007M","B25063_007MA","B25063_007EA","B25063_008E","B25063_008EA","B25063_008M","B25063_008MA","B25063_009E","B25063_009EA","B25063_009M","B25063_009MA","B25063_010E","B25063_010EA","B25063_010M","B25063_010MA","B25063_011E","B25063_011M","B25063_011MA","B25063_011EA","B25063_012E","B25063_012M","B25063_012MA","B25063_012EA","B25063_013E","B25063_013M","B25063_013MA","B25063_013EA","B25063_014E","B25063_014M","B25063_014MA","B25063_014EA","B25063_015E","B25063_015M","B25063_015MA","B25063_015EA","B25063_016E","B25063_016EA","B25063_016M","B25063_016MA","B25063_017E","B25063_017EA","B25063_017M","B25063_017MA","B25063_018E","B25063_018M","B25063_018MA","B25063_018EA","B25063_019E","B25063_019M","B25063_019MA","B25063_019EA","B25063_020E","B25063_020M","B25063_020MA","B25063_020EA","B25063_021E","B25063_021EA","B25063_021M","B25063_021MA","B25063_022E","B25063_022EA","B25063_022M","B25063_022MA","B25063_023E","B25063_023M","B25063_023MA","B25063_023EA","B25063_024E","B25063_024M","B25063_024MA","B25063_024EA","B25063_025E","B25063_025M","B25063_025MA","B25063_025EA","B25063_026E","B25063_026EA","B25063_026M","B25063_026MA","B25063_027E","B25063_027EA","B25063_027M","B25063_027MA",
"0500000US06019","Fresno County, California","143680","1727","null","null","137611","1729","null","null","665","199","null","null","419","null","136","null","565","null","183","null","1304","224","null","null","1948","303","null","null","1659","null","297","null","1697","null","303","null","1777","null","267","null","2309","361","null","null","2834","370","null","null","3442","389","null","null","4275","486","null","null","5296","462","null","null","6877","null","660","null","7509","null","579","null","15499","837","null","null","16097","817","null","null","27805","1063","null","null","16811","null","859","null","13537","null","833","null","3848","440","null","null","610","159","null","null","583","188","null","null","245","null","98","null","6069","null","429","null",
"0500000US06021","Glenn County, California","4036","356","null","null","3703","364","null","null","3","4","null","null","6","null","8","null","49","null","57","null","60","64","null","null","72","83","null","null","51","null","56","null","81","null","49","null","43","null","36","null","120","95","null","null","215","95","null","null","213","149","null","null","196","98","null","null","130","68","null","null","294","null","134","null","415","null","188","null","430","178","null","null","453","205","null","null","532","166","null","null","209","null","112","null","119","null","65","null","12","21","null","null","0","23","null","null","0","23","null","null","0","null","23","null","333","null","91","null",
"0500000US06023","Humboldt County, California","23414","897","null","null","22061","852","null","null","14","23","null","null","15","null","23","null","75","null","63","null","90","48","null","null","362","121","null","null","156","null","78","null","437","null","170","null","266","null","141","null","209","86","null","null","614","172","null","null","595","199","null","null","798","228","null","null","1033","231","null","null","1094","null","239","null","1257","null","286","null","2954","416","null","null","2246","326","null","null","3750","427","null","null","2316","null","349","null","2651","null","411","null","873","237","null","null","217","120","null","null","36","55","null","null","3","null","13","null","1353","null","274","null",
"0500000US06025","Imperial County, California","18340","924","null","null","17166","873","null","null","47","46","null","null","34","null","40","null","254","null","162","null","240","118","null","null","484","153","null","null","261","null","96","null","437","null","150","null","709","null","214","null","569","169","null","null","676","205","null","null","555","162","null","null","990","243","null","null","831","222","null","null","990","null","217","null","1129","null","257","null","2097","352","null","null","1507","303","null","null","2093","312","null","null","1857","null","301","null","1237","null","345","null","152","85","null","null","0","29","null","null","6","10","null","null","11","null","19","null","1174","null","218","null",
"0500000US06027","Inyo County, California","2973","221","null","null","2628","213","null","null","20","23","null","null","0","null","19","null","29","null","30","null","49","29","null","null","32","22","null","null","15","null","16","null","52","null","37","null","56","null","47","null","83","74","null","null","60","43","null","null","143","79","null","null","188","110","null","null","123","73","null","null","97","null","64","null","79","null","52","null","318","124","null","null","352","135","null","null","363","121","null","null","186","null","83","null","313","null","131","null","38","28","null","null","9","15","null","null","0","19","null","null","23","null","37","null","345","null","79","null",
"0500000US06029","Kern County, California","112518","2100","null","null","107541","2072","null","null","225","111","null","null","220","null","114","null","270","null","126","null","616","205","null","null","767","198","null","null","1000","null","222","null","1096","null","244","null","1286","null","303","null","1879","293","null","null","2516","376","null","null","4136","611","null","null","4086","535","null","null","5425","497","null","null","5461","null","572","null","6568","null","653","null","11743","763","null","null","11611","846","null","null","20231","1204","null","null","13161","null","766","null","11088","null","821","null","3162","462","null","null","643","228","null","null","130","64","null","null","221","null","83","null","4977","null","500","null",
"0500000US06031","Kings County, California","20621","763","null","null","19389","793","null","null","76","62","null","null","54","null","52","null","9","null","13","null","144","76","null","null","320","109","null","null","260","null","115","null","273","null","115","null","184","null","79","null","363","155","null","null","477","169","null","null","546","203","null","null","571","178","null","null","766","183","null","null","1108","null","289","null","923","null","262","null","2223","426","null","null","1959","319","null","null","3847","388","null","null","2673","null","381","null","2280","null","332","null","215","96","null","null","42","54","null","null","62","64","null","null","14","null","21","null","1232","null","217","null",
"0500000US06033","Lake County, California","8809","596","null","null","8201","610","null","null","37","42","null","null","80","null","83","null","141","null","96","null","175","113","null","null","181","82","null","null","123","null","70","null","156","null","114","null","137","null","87","null","174","108","null","null","238","105","null","null","281","120","null","null","378","125","null","null","321","114","null","null","285","null","111","null","235","null","114","null","691","215","null","null","689","182","null","null","1319","281","null","null","1094","null","213","null","1337","null","283","null","108","63","null","null","21","26","null","null","0","29","null","null","0","null","29","null","608","null","182","null",
"0500000US06035","Lassen County, California","3048","279","null","null","2783","269","null","null","0","26","null","null","26","null","28","null","15","null","15","null","52","38","null","null","43","29","null","null","52","null","30","null","22","null","21","null","51","null","37","null","36","27","null","null","150","77","null","null","130","76","null","null","141","67","null","null","84","49","null","null","106","null","60","null","131","null","60","null","261","83","null","null","204","91","null","null","585","133","null","null","279","null","92","null","327","null","119","null","16","17","null","null","0","26","null","null","34","29","null","null","38","null","42","null","265","null","120","null",
"0500000US06037","Los Angeles County, California","1791480","6379","null","null","1745908","6220","null","null","3374","407","null","null","1776","null","298","null","2888","null","382","null","6875","570","null","null","22827","952","null","null","12788","null","750","null","9570","null","548","null","9341","null","610","null","11654","645","null","null","12230","654","null","null","13748","693","null","null","16248","840","null","null","19262","1018","null","null","23230","null","803","null","27868","null","1046","null","78628","1631","null","null","112279","2280","null","null","325641","3698","null","null","291095","null","3209","null","398127","null","3823","null","188987","2932","null","null","83593","1787","null","null","41521","1661","null","null","32358","null","1153","null","45572","null","1267","null",
"0500000US06039","Madera County, California","16132","812","null","null","14902","745","null","null","64","98","null","null","120","null","112","null","15","null","25","null","44","36","null","null","338","117","null","null","325","null","140","null","126","null","73","null","239","null","150","null","249","129","null","null","177","84","null","null","224","111","null","null","335","128","null","null","705","217","null","null","636","null","189","null","695","null","253","null","1510","291","null","null","1916","377","null","null","3131","421","null","null","2420","null","387","null","1309","null","266","null","210","107","null","null","32","27","null","null","82","71","null","null","0","null","29","null","1230","null","234","null",
"0500000US06041","Marin County, California","38058","924","null","null","36456","906","null","null","9","15","null","null","60","null","51","null","76","null","60","null","288","109","null","null","340","120","null","null","274","null","117","null","391","null","169","null","239","null","119","null","276","156","null","null","173","74","null","null","267","134","null","null","323","110","null","null","158","67","null","null","167","null","87","null","206","null","102","null","384","143","null","null","346","98","null","null","2104","301","null","null","3104","null","448","null","9622","null","555","null","6765","567","null","null","4670","448","null","null","3311","437","null","null","2903","null","345","null","1602","null","344","null",
"0500000US06043","Mariposa County, California","2390","335","null","null","2113","330","null","null","64","59","null","null","33","null","36","null","22","null","26","null","32","44","null","null","24","30","null","null","28","null","28","null","57","null","46","null","48","null","37","null","180","104","null","null","53","57","null","null","65","67","null","null","101","80","null","null","68","59","null","null","189","null","102","null","94","null","83","null","112","74","null","null","182","96","null","null","358","119","null","null","151","null","100","null","212","null","90","null","15","20","null","null","10","15","null","null","0","19","null","null","15","null","25","null","277","null","120","null",
"0500000US06045","Mendocino County, California","13917","617","null","null","12657","581","null","null","6","9","null","null","32","null","32","null","49","null","39","null","256","100","null","null","368","147","null","null","240","null","108","null","126","null","68","null","311","null","133","null","279","108","null","null","176","83","null","null","325","142","null","null","190","95","null","null","274","105","null","null","294","null","125","null","477","null","160","null","904","266","null","null","952","248","null","null","2668","397","null","null","1900","null","309","null","2224","null","400","null","362","120","null","null","158","83","null","null","23","27","null","null","63","null","59","null","1260","null","208","null",
"0500000US06047","Merced County, California","38228","911","null","null","35344","860","null","null","33","39","null","null","66","null","59","null","169","null","134","null","214","81","null","null","369","118","null","null","493","null","125","null","334","null","148","null","493","null","166","null","730","198","null","null","1020","198","null","null","1080","211","null","null","1261","279","null","null","1528","263","null","null","1987","null","304","null","1624","null","272","null","3426","378","null","null","3912","427","null","null","7714","707","null","null","4584","null","492","null","3642","null","508","null","415","163","null","null","98","81","null","null","35","24","null","null","117","null","94","null","2884","null","344","null",
"0500000US06049","Modoc County, California","857","145","null","null","735","141","null","null","0","17","null","null","10","null","18","null","4","null","8","null","8","8","null","null","36","31","null","null","33","null","33","null","0","null","17","null","38","null","31","null","62","44","null","null","31","30","null","null","61","54","null","null","36","40","null","null","40","32","null","null","78","null","60","null","51","null","39","null","108","58","null","null","91","55","null","null","17","20","null","null","31","null","24","null","0","null","17","null","0","17","null","null","0","17","null","null","0","17","null","null","0","null","17","null","122","null","46","null",
"0500000US06051","Mono County, California","1833","327","null","null","1625","291","null","null","0","19","null","null","26","null","42","null","0","null","19","null","0","19","null","null","0","19","null","null","0","null","19","null","29","null","36","null","0","null","19","null","25","25","null","null","28","50","null","null","11","19","null","null","71","70","null","null","0","19","null","null","39","null","51","null","66","null","69","null","136","97","null","null","220","125","null","null","322","135","null","null","363","null","158","null","175","null","117","null","100","96","null","null","0","19","null","null","7","17","null","null","7","null","12","null","208","null","117","null",
"0500000US06053","Monterey County, California","61690","1002","null","null","59752","994","null","null","102","74","null","null","53","null","41","null","117","null","85","null","233","114","null","null","582","137","null","null","356","null","122","null","329","null","133","null","403","null","140","null","452","151","null","null","422","122","null","null","669","213","null","null","509","132","null","null","719","171","null","null","793","null","182","null","962","null","212","null","2961","318","null","null","3577","396","null","null","10594","612","null","null","9980","null","652","null","14473","null","746","null","6623","568","null","null","2384","319","null","null","1643","230","null","null","816","null","169","null","1938","null","286","null",
"0500000US06055","Napa County, California","17776","645","null","null","16891","600","null","null","50","39","null","null","14","null","22","null","17","null","19","null","78","45","null","null","127","71","null","null","163","null","81","null","253","null","113","null","78","null","75","null","98","52","null","null","111","79","null","null","191","89","null","null","89","56","null","null","116","49","null","null","200","null","105","null","168","null","72","null","516","144","null","null","533","143","null","null","2143","282","null","null","2347","null","363","null","4761","null","441","null","2716","304","null","null","1192","203","null","null","555","147","null","null","375","null","107","null","885","null","184","null",
"0500000US06057","Nevada County, California","10498","624","null","null","9777","635","null","null","30","34","null","null","21","null","27","null","37","null","31","null","50","44","null","null","79","79","null","null","137","null","72","null","80","null","56","null","178","null","127","null","31","35","null","null","108","107","null","null","123","96","null","null","261","153","null","null","170","89","null","null","234","null","125","null","287","null","150","null","656","254","null","null","657","186","null","null","1966","330","null","null","1245","null","255","null","2175","null","293","null","905","224","null","null","240","117","null","null","63","57","null","null","44","null","41","null","721","null","206","null",
"0500000US06059","Orange County, California","440104","3493","null","null","429235","3391","null","null","359","122","null","null","246","null","133","null","471","null","180","null","1062","198","null","null","3267","393","null","null","1886","null","380","null","1685","null","279","null","1677","null","260","null","1729","285","null","null","1560","262","null","null","1610","324","null","null","1501","242","null","null","1297","242","null","null","1890","null","350","null","1621","null","234","null","4446","489","null","null","9550","678","null","null","40138","1380","null","null","62918","null","1581","null","136518","null","2360","null","82415","2324","null","null","40458","1611","null","null","18311","1212","null","null","12620","null","945","null","10869","null","737","null",
"0500000US06061","Placer County, California","39961","1056","null","null","38545","1017","null","null","34","32","null","null","101","null","62","null","13","null","21","null","147","67","null","null","317","94","null","null","198","null","84","null","170","null","74","null","101","null","55","null","154","96","null","null","346","157","null","null","138","79","null","null","325","97","null","null","446","173","null","null","710","null","181","null","763","null","183","null","1688","258","null","null","2309","330","null","null","6086","585","null","null","6133","null","524","null","10507","null","607","null","4874","497","null","null","1819","329","null","null","725","180","null","null","441","null","167","null","1416","null","225","null",
"0500000US06063","Plumas County, California","2179","261","null","null","2055","236","null","null","0","19","null","null","20","null","26","null","44","null","44","null","22","23","null","null","62","53","null","null","43","null","35","null","53","null","51","null","78","null","42","null","76","58","null","null","20","26","null","null","69","53","null","null","62","43","null","null","138","79","null","null","112","null","77","null","80","null","80","null","220","106","null","null","269","118","null","null","356","127","null","null","233","null","94","null","44","null","38","null","44","72","null","null","0","19","null","null","10","16","null","null","0","null","19","null","124","null","81","null",
"0500000US06065","Riverside County, California","245948","2861","null","null","237155","2815","null","null","359","156","null","null","248","null","147","null","410","null","159","null","1048","230","null","null","2033","271","null","null","1721","null","290","null","1227","null","204","null","1469","null","255","null","2045","347","null","null","2628","326","null","null","2780","408","null","null","3556","442","null","null","3934","470","null","null","4977","null","395","null","6302","null","693","null","14205","781","null","null","15778","844","null","null","44546","1336","null","null","38039","null","1437","null","54158","null","1704","null","22506","1065","null","null","9216","757","null","null","3062","507","null","null","908","null","253","null","8793","null","675","null",
"0500000US06067","Sacramento County, California","235947","2352","null","null","229258","2258","null","null","242","95","null","null","322","null","166","null","571","null","194","null","1491","242","null","null","2606","309","null","null","1407","null","244","null","1242","null","244","null","1627","null","301","null","1428","267","null","null","1917","310","null","null","2830","305","null","null","2992","379","null","null","4567","468","null","null","6823","null","500","null","7046","null","674","null","19788","1021","null","null","21341","1027","null","null","49462","1454","null","null","38666","null","1214","null","46161","null","1625","null","12385","687","null","null","2967","356","null","null","782","199","null","null","595","null","156","null","6689","null","537","null",
"0500000US06069","San Benito County, California","6476","363","null","null","6182","351","null","null","0","29","null","null","0","null","29","null","32","null","38","null","7","12","null","null","15","17","null","null","137","null","106","null","40","null","41","null","71","null","47","null","43","34","null","null","25","27","null","null","76","47","null","null","78","70","null","null","67","67","null","null","223","null","81","null","162","null","94","null","250","98","null","null","356","120","null","null","768","153","null","null","816","null","178","null","1709","null","254","null","861","150","null","null","282","126","null","null","99","58","null","null","65","null","49","null","294","null","77","null",
"0500000US06071","San Bernardino County, California","256893","2797","null","null","248094","2797","null","null","346","133","null","null","228","null","120","null","680","null","190","null","1027","227","null","null","1878","281","null","null","1425","null","279","null","1467","null","284","null","1962","null","363","null","2401","363","null","null","2793","338","null","null","3524","477","null","null","4022","459","null","null","5236","582","null","null","6007","null","572","null","6809","null","612","null","17467","1030","null","null","20403","1160","null","null","50510","1575","null","null","41996","null","1792","null","51052","null","1828","null","18691","898","null","null","6095","608","null","null","1357","261","null","null","718","null","195","null","8799","null","815","null",
"0500000US06073","San Diego County, California","525090","3504","null","null","511537","3519","null","null","710","180","null","null","630","null","175","null","642","null","186","null","1628","265","null","null","4825","554","null","null","2296","null","315","null","2699","null","424","null","2116","null","317","null","2698","496","null","null","2431","362","null","null","2822","374","null","null","3395","482","null","null","4045","470","null","null","4590","null","548","null","4952","null","468","null","15635","819","null","null","23518","1073","null","null","75647","2000","null","null","82489","null","2186","null","131078","null","2569","null","80398","1966","null","null","36409","1472","null","null","14895","1081","null","null","10989","null","718","null","13553","null","793","null",
"0500000US06075","San Francisco County, California","224398","1874","null","null","219051","1932","null","null","690","201","null","null","755","null","224","null","436","null","181","null","2125","359","null","null","6484","579","null","null","2461","null","420","null","2357","null","396","null","2658","null","343","null","2875","425","null","null","3654","555","null","null","2458","394","null","null","2673","359","null","null","2328","386","null","null","2923","null","456","null","2399","null","366","null","5884","626","null","null","7482","765","null","null","17928","1014","null","null","18871","null","1123","null","36164","null","1233","null","30220","1132","null","null","24655","1012","null","null","19461","1019","null","null","21110","null","973","null","5347","null","559","null",
